CRI_YM,TAG,BD_HD,DAY,TIME,SEX,AGE,NUM,TIME2
201905,cosmetics,business_day,D.THU,D.14-18,F,C.4O,2666,22
201905,books,business_day,E.FRI,E.18-22,F,B.3O,1332,29
202105,cosmetics,holiday,C.WED,E.18-22,F,A.2O,1050,17
202005,sports,holiday,G.SUN,B.06-10,F,C.4O,339,38
201905,pet,holiday,C.WED,C.10-14,F,B.3O,155,15
201905,cosmetics,holiday,C.WED,C.10-14,F,A.2O,544,15
202105,fashion,business_day,B.TUE,B.06-10,F,B.3O,6115,8
201905,hobby,business_day,D.THU,D.14-18,M,D.5O,295,22
202005,car,holiday,F.SAT,A.02-06,M,C.4O,68,31
202105,fashion,business_day,C.WED,C.10-14,F,D.5O,2399,15
201905,home_appliance,holiday,G.SUN,A.02-06,F,E.60,7,37
201905,golf,business_day,D.THU,F.22-02,F,E.60,5,24
202005,fashion,holiday,G.SUN,E.18-22,F,C.4O,14977,41
202005,baby,business_day,A.MON,F.22-02,M,C.4O,625,6
202105,grocery,business_day,E.FRI,B.06-10,F,E.60,948,26
202105,sports,business_day,D.THU,D.14-18,F,A.2O,429,22
201905,fashion,business_day,B.TUE,C.10-14,M,E.60,502,9
202005,baby,holiday,F.SAT,F.22-02,M,E.60,10,36
202005,daily_office,holiday,B.TUE,A.02-06,F,B.3O,267,7
202105,books,business_day,C.WED,E.18-22,F,C.4O,1344,17
202005,interior,holiday,F.SAT,E.18-22,F,B.3O,1980,35
202105,car,holiday,C.WED,C.10-14,F,E.60,13,15
202005,books,holiday,G.SUN,B.06-10,M,A.2O,54,38
201905,golf,holiday,G.SUN,B.06-10,F,B.3O,12,38
202005,car,business_day,A.MON,C.10-14,M,B.3O,1177,3
202105,car,holiday,G.SUN,B.06-10,M,D.5O,166,38
202105,cosmetics,business_day,B.TUE,C.10-14,M,E.60,302,9
201905,golf,holiday,G.SUN,A.02-06,F,D.5O,5,37
202005,hobby,holiday,F.SAT,D.14-18,F,B.3O,637,34
202105,home_appliance,business_day,B.TUE,E.18-22,F,B.3O,1888,11
201905,interior,business_day,B.TUE,A.02-06,F,D.5O,62,7
202005,sports,business_day,D.THU,C.10-14,F,A.2O,499,21
202105,sports,holiday,C.WED,A.02-06,F,A.2O,55,13
202005,home_appliance,business_day,E.FRI,F.22-02,F,D.5O,327,30
201905,grocery,holiday,C.WED,E.18-22,F,E.60,104,17
201905,cosmetics,holiday,C.WED,C.10-14,F,E.60,163,15
202105,sports,business_day,D.THU,C.10-14,F,B.3O,1088,21
202105,hobby,business_day,C.WED,D.14-18,M,C.4O,585,16
201905,home_appliance,holiday,G.SUN,C.10-14,M,B.3O,1203,39
201905,hobby,business_day,C.WED,C.10-14,M,B.3O,741,15
202005,fashion,holiday,G.SUN,F.22-02,F,B.3O,16258,42
202105,home_appliance,business_day,D.THU,C.10-14,M,C.4O,5998,21
202005,sports,holiday,G.SUN,A.02-06,M,E.60,5,37
201905,cosmetics,holiday,C.WED,D.14-18,M,D.5O,64,16
201905,interior,holiday,G.SUN,E.18-22,F,D.5O,451,41
202105,interior,business_day,B.TUE,D.14-18,F,C.4O,2542,10
201905,car,holiday,C.WED,A.02-06,M,B.3O,15,13
202105,books,holiday,G.SUN,D.14-18,F,D.5O,654,40
202005,home_appliance,business_day,E.FRI,A.02-06,F,D.5O,51,25
201905,hobby,business_day,E.FRI,C.10-14,F,D.5O,136,27
201905,baby,business_day,E.FRI,D.14-18,F,C.4O,566,28
202005,interior,holiday,G.SUN,D.14-18,M,E.60,361,40
202105,hobby,business_day,B.TUE,C.10-14,M,B.3O,947,9
202005,home_appliance,holiday,F.SAT,A.02-06,F,D.5O,42,31
202105,home_shopping,business_day,B.TUE,E.18-22,F,C.4O,9050,11
202105,car,business_day,B.TUE,B.06-10,F,B.3O,137,8
202005,fashion,business_day,D.THU,D.14-18,M,B.3O,5223,22
202105,grocery,business_day,A.MON,B.06-10,M,E.60,1014,2
202105,hobby,business_day,A.MON,A.02-06,M,D.5O,57,1
201905,home_shopping,business_day,E.FRI,C.10-14,F,D.5O,8104,27
201905,sports,holiday,G.SUN,F.22-02,F,E.60,13,42
201905,cosmetics,business_day,E.FRI,C.10-14,F,E.60,356,27
202105,cosmetics,business_day,E.FRI,E.18-22,M,C.4O,913,29
202105,interior,holiday,F.SAT,A.02-06,F,D.5O,158,31
202005,grocery,holiday,E.FRI,C.10-14,M,A.2O,215,27
201905,pet,business_day,B.TUE,C.10-14,F,A.2O,396,9
202005,golf,business_day,E.FRI,A.02-06,F,D.5O,11,25
202105,interior,business_day,E.FRI,C.10-14,F,D.5O,1183,27
202105,cosmetics,business_day,A.MON,A.02-06,M,E.60,29,1
202105,fashion,business_day,B.TUE,D.14-18,M,D.5O,2417,10
202005,home_shopping,business_day,C.WED,C.10-14,M,B.3O,1962,15
202105,baby,holiday,G.SUN,B.06-10,M,A.2O,46,38
202105,interior,business_day,B.TUE,F.22-02,F,C.4O,2010,12
202105,cosmetics,holiday,G.SUN,F.22-02,F,E.60,244,42
202105,home_appliance,business_day,A.MON,E.18-22,M,C.4O,3798,5
202005,baby,business_day,A.MON,F.22-02,F,C.4O,953,6
202105,books,holiday,F.SAT,C.10-14,F,A.2O,350,33
201905,cosmetics,business_day,C.WED,D.14-18,M,E.60,154,16
201905,home_shopping,holiday,C.WED,B.06-10,F,B.3O,679,14
201905,car,holiday,C.WED,B.06-10,F,D.5O,4,14
202005,home_appliance,business_day,A.MON,F.22-02,M,E.60,154,6
202005,cosmetics,business_day,B.TUE,C.10-14,M,D.5O,433,9
202005,daily_office,business_day,E.FRI,B.06-10,M,E.60,596,26
201905,home_appliance,business_day,C.WED,C.10-14,F,E.60,161,15
202005,grocery,holiday,G.SUN,B.06-10,M,A.2O,267,38
201905,baby,business_day,D.THU,E.18-22,M,A.2O,179,23
202105,golf,business_day,C.WED,E.18-22,F,A.2O,7,17
201905,books,holiday,A.MON,F.22-02,M,B.3O,115,6
202005,daily_office,business_day,E.FRI,D.14-18,M,A.2O,943,28
202005,interior,business_day,A.MON,A.02-06,M,B.3O,291,1
202105,golf,business_day,C.WED,B.06-10,M,E.60,13,14
202105,daily_office,business_day,B.TUE,E.18-22,F,B.3O,7151,11
201905,books,holiday,F.SAT,A.02-06,M,E.60,5,31
202005,pet,business_day,A.MON,C.10-14,F,A.2O,644,3
202005,fashion,business_day,A.MON,A.02-06,M,C.4O,657,1
202005,golf,business_day,A.MON,D.14-18,M,C.4O,338,4
202105,interior,business_day,B.TUE,D.14-18,F,B.3O,2639,10
201905,cosmetics,holiday,C.WED,B.06-10,F,B.3O,552,14
201905,home_appliance,business_day,E.FRI,C.10-14,M,A.2O,701,27
201905,golf,business_day,B.TUE,A.02-06,M,B.3O,12,7
202105,cosmetics,holiday,G.SUN,C.10-14,F,B.3O,4081,39
202005,books,business_day,B.TUE,F.22-02,M,B.3O,414,12
202105,home_appliance,business_day,B.TUE,C.10-14,M,C.4O,4445,9
202005,cosmetics,holiday,F.SAT,A.02-06,M,B.3O,215,31
201905,daily_office,holiday,G.SUN,E.18-22,M,A.2O,693,41
201905,fashion,business_day,E.FRI,C.10-14,F,C.4O,8742,27
202005,interior,business_day,C.WED,D.14-18,F,B.3O,2614,16
202105,fashion,business_day,A.MON,F.22-02,M,E.60,522,6
202005,sports,holiday,E.FRI,E.18-22,F,A.2O,92,29
202005,sports,holiday,F.SAT,A.02-06,M,D.5O,34,31
201905,interior,business_day,C.WED,E.18-22,F,E.60,99,17
201905,pet,business_day,D.THU,B.06-10,M,E.60,9,20
201905,home_appliance,business_day,C.WED,B.06-10,F,E.60,198,14
202005,pet,holiday,B.TUE,F.22-02,M,C.4O,62,12
201905,home_appliance,business_day,E.FRI,B.06-10,M,A.2O,404,26
201905,pet,business_day,E.FRI,B.06-10,F,D.5O,91,26
202105,cosmetics,business_day,E.FRI,C.10-14,M,C.4O,1305,27
202005,daily_office,holiday,F.SAT,F.22-02,F,E.60,482,36
201905,home_shopping,business_day,D.THU,A.02-06,M,D.5O,320,19
201905,fashion,business_day,C.WED,C.10-14,F,D.5O,2697,15
201905,car,business_day,A.MON,D.14-18,F,C.4O,209,4
202105,hobby,holiday,F.SAT,D.14-18,F,E.60,72,34
201905,pet,business_day,A.MON,E.18-22,M,C.4O,140,5
201905,interior,business_day,D.THU,A.02-06,F,B.3O,268,19
201905,books,business_day,B.TUE,B.06-10,M,A.2O,97,8
202005,home_appliance,business_day,D.THU,F.22-02,M,B.3O,1930,24
201905,hobby,business_day,D.THU,C.10-14,F,D.5O,143,21
202105,grocery,holiday,C.WED,C.10-14,M,B.3O,1750,15
202105,baby,business_day,C.WED,E.18-22,F,D.5O,86,17
201905,fashion,business_day,D.THU,F.22-02,M,D.5O,1205,24
202005,hobby,business_day,A.MON,D.14-18,M,C.4O,1134,4
202005,baby,business_day,D.THU,D.14-18,M,B.3O,857,22
201905,car,business_day,C.WED,C.10-14,M,B.3O,772,15
202005,home_shopping,business_day,D.THU,C.10-14,F,E.60,4647,21
202105,sports,holiday,F.SAT,C.10-14,F,C.4O,990,33
202105,daily_office,business_day,A.MON,E.18-22,M,B.3O,6166,5
202105,daily_office,business_day,D.THU,B.06-10,F,E.60,1393,20
202005,home_shopping,holiday,E.FRI,A.02-06,F,B.3O,227,25
201905,fashion,holiday,C.WED,B.06-10,F,C.4O,1017,14
202105,interior,holiday,G.SUN,F.22-02,F,C.4O,2931,42
202005,hobby,holiday,G.SUN,D.14-18,M,A.2O,279,40
202105,fashion,business_day,C.WED,B.06-10,M,B.3O,1452,14
202005,daily_office,business_day,C.WED,B.06-10,F,C.4O,5587,14
202005,interior,holiday,E.FRI,C.10-14,F,C.4O,516,27
202105,hobby,business_day,B.TUE,B.06-10,M,C.4O,479,8
201905,home_appliance,business_day,E.FRI,C.10-14,M,C.4O,2233,27
202105,car,business_day,C.WED,E.18-22,M,C.4O,396,17
202005,sports,business_day,D.THU,D.14-18,M,D.5O,250,22
202105,books,business_day,D.THU,C.10-14,M,E.60,206,21
202005,hobby,business_day,C.WED,C.10-14,M,A.2O,274,15
202005,home_appliance,business_day,E.FRI,B.06-10,F,D.5O,611,26
201905,golf,business_day,C.WED,B.06-10,M,E.60,6,14
201905,cosmetics,business_day,B.TUE,B.06-10,F,E.60,91,8
201905,daily_office,business_day,E.FRI,B.06-10,M,D.5O,976,26
201905,home_shopping,holiday,F.SAT,E.18-22,M,A.2O,215,35
202005,books,business_day,D.THU,E.18-22,M,A.2O,150,23
201905,sports,holiday,G.SUN,A.02-06,F,A.2O,45,37
202105,cosmetics,business_day,C.WED,D.14-18,M,C.4O,654,16
202105,home_appliance,holiday,G.SUN,F.22-02,F,E.60,161,42
201905,pet,holiday,F.SAT,E.18-22,F,C.4O,207,35
202105,daily_office,business_day,C.WED,F.22-02,F,E.60,432,18
202005,home_shopping,business_day,B.TUE,A.02-06,M,B.3O,128,7
201905,books,holiday,C.WED,B.06-10,M,C.4O,217,14
202105,interior,holiday,F.SAT,E.18-22,M,A.2O,456,35
202005,home_appliance,holiday,E.FRI,A.02-06,M,A.2O,40,25
201905,car,holiday,A.MON,F.22-02,M,E.60,3,6
202105,baby,business_day,C.WED,F.22-02,F,E.60,36,18
202005,sports,business_day,E.FRI,B.06-10,M,C.4O,335,26
202105,interior,business_day,C.WED,D.14-18,F,B.3O,1165,16
201905,hobby,holiday,A.MON,C.10-14,F,C.4O,62,3
201905,daily_office,business_day,D.THU,B.06-10,M,C.4O,2406,20
202005,cosmetics,business_day,C.WED,D.14-18,M,E.60,226,16
201905,golf,holiday,F.SAT,C.10-14,F,A.2O,7,33
201905,golf,holiday,F.SAT,B.06-10,F,C.4O,37,32
202105,golf,holiday,C.WED,A.02-06,M,D.5O,8,13
202005,sports,business_day,E.FRI,C.10-14,F,E.60,63,27
202105,home_shopping,holiday,C.WED,F.22-02,M,D.5O,1002,18
202005,fashion,business_day,E.FRI,F.22-02,F,A.2O,4707,30
202105,home_shopping,holiday,C.WED,F.22-02,M,C.4O,1696,18
201905,golf,business_day,D.THU,F.22-02,M,E.60,7,24
202105,home_shopping,holiday,C.WED,F.22-02,F,D.5O,3866,18
202105,home_appliance,business_day,E.FRI,D.14-18,F,C.4O,1682,28
202105,cosmetics,business_day,D.THU,B.06-10,F,A.2O,1157,20
202005,home_appliance,holiday,G.SUN,A.02-06,M,E.60,24,37
202105,baby,business_day,E.FRI,D.14-18,M,C.4O,594,28
202005,home_shopping,business_day,B.TUE,E.18-22,F,B.3O,2900,11
202105,pet,holiday,F.SAT,E.18-22,M,E.60,58,35
202105,grocery,holiday,C.WED,D.14-18,M,A.2O,534,16
202005,fashion,business_day,D.THU,B.06-10,F,D.5O,1922,20
202005,interior,business_day,E.FRI,E.18-22,F,D.5O,627,29
202105,daily_office,business_day,B.TUE,A.02-06,F,E.60,171,7
201905,fashion,business_day,B.TUE,E.18-22,M,E.60,365,11
201905,cosmetics,business_day,C.WED,C.10-14,M,A.2O,500,15
202105,home_appliance,holiday,G.SUN,B.06-10,F,A.2O,217,38
201905,grocery,business_day,A.MON,F.22-02,M,E.60,134,6
201905,interior,holiday,C.WED,E.18-22,M,E.60,36,17
202005,golf,business_day,E.FRI,E.18-22,M,D.5O,94,29
202105,pet,business_day,E.FRI,D.14-18,M,E.60,47,28
202105,home_appliance,business_day,A.MON,D.14-18,M,D.5O,1975,4
202105,home_shopping,business_day,A.MON,E.18-22,M,E.60,2126,5
201905,hobby,holiday,F.SAT,C.10-14,F,D.5O,68,33
201905,pet,business_day,C.WED,C.10-14,F,C.4O,409,15
202005,cosmetics,business_day,E.FRI,C.10-14,M,A.2O,495,27
202005,hobby,business_day,C.WED,D.14-18,F,D.5O,217,16
202105,home_appliance,holiday,F.SAT,A.02-06,F,D.5O,60,31
202005,golf,holiday,F.SAT,E.18-22,M,D.5O,154,35
201905,home_shopping,business_day,C.WED,E.18-22,F,C.4O,8187,17
202005,car,business_day,D.THU,F.22-02,M,E.60,30,24
201905,interior,holiday,A.MON,B.06-10,F,A.2O,55,2
201905,books,business_day,D.THU,F.22-02,F,B.3O,1238,24
202005,books,business_day,B.TUE,E.18-22,F,D.5O,401,11
202005,home_appliance,holiday,G.SUN,A.02-06,M,D.5O,92,37
201905,sports,business_day,C.WED,C.10-14,F,E.60,39,15
202005,car,business_day,A.MON,D.14-18,F,A.2O,118,4
202105,cosmetics,holiday,F.SAT,D.14-18,M,B.3O,1285,34
201905,car,holiday,F.SAT,D.14-18,F,A.2O,32,34
202105,baby,holiday,F.SAT,F.22-02,M,B.3O,859,36
201905,baby,business_day,E.FRI,C.10-14,F,E.60,52,27
202105,books,business_day,D.THU,B.06-10,F,C.4O,1288,20
202005,grocery,business_day,E.FRI,E.18-22,F,C.4O,6205,29
202105,daily_office,holiday,C.WED,F.22-02,F,A.2O,1202,18
201905,hobby,business_day,A.MON,D.14-18,F,E.60,25,4
202105,golf,business_day,B.TUE,E.18-22,F,B.3O,54,11
201905,pet,holiday,F.SAT,C.10-14,M,B.3O,114,33
201905,home_shopping,business_day,D.THU,A.02-06,F,C.4O,981,19
202005,grocery,business_day,C.WED,D.14-18,F,E.60,1198,16
201905,grocery,business_day,D.THU,D.14-18,F,A.2O,1953,22
202005,books,business_day,A.MON,C.10-14,F,A.2O,459,3
202005,books,holiday,F.SAT,F.22-02,M,C.4O,961,36
202105,car,business_day,B.TUE,B.06-10,F,D.5O,65,8
202105,interior,business_day,A.MON,D.14-18,F,D.5O,1815,4
201905,car,business_day,B.TUE,E.18-22,F,A.2O,57,11
202105,grocery,business_day,A.MON,B.06-10,F,D.5O,3668,2
201905,fashion,holiday,F.SAT,D.14-18,F,C.4O,6488,34
201905,baby,business_day,A.MON,C.10-14,M,B.3O,743,3
202005,baby,business_day,A.MON,A.02-06,F,D.5O,13,1
201905,sports,business_day,C.WED,D.14-18,F,A.2O,342,16
201905,cosmetics,business_day,A.MON,A.02-06,M,A.2O,72,1
201905,cosmetics,business_day,E.FRI,D.14-18,M,E.60,171,28
201905,pet,business_day,B.TUE,E.18-22,M,E.60,27,11
202005,car,business_day,E.FRI,D.14-18,F,D.5O,146,28
202105,pet,holiday,F.SAT,D.14-18,F,D.5O,314,34
201905,daily_office,business_day,A.MON,A.02-06,M,E.60,34,1
202105,home_shopping,business_day,B.TUE,B.06-10,M,B.3O,820,8
202005,sports,holiday,E.FRI,D.14-18,F,E.60,11,28
202105,books,holiday,C.WED,E.18-22,F,C.4O,1236,17
202105,sports,holiday,F.SAT,E.18-22,F,E.60,66,35
202005,golf,business_day,A.MON,D.14-18,M,E.60,33,4
202105,books,business_day,A.MON,B.06-10,M,A.2O,113,2
201905,interior,holiday,C.WED,A.02-06,F,A.2O,62,13
202105,home_appliance,holiday,F.SAT,F.22-02,F,B.3O,1618,36
202105,home_appliance,business_day,D.THU,A.02-06,M,A.2O,136,19
202105,baby,business_day,A.MON,B.06-10,M,A.2O,72,2
202005,books,business_day,D.THU,D.14-18,F,C.4O,2522,22
202005,books,holiday,G.SUN,A.02-06,M,A.2O,45,37
202105,home_shopping,business_day,B.TUE,B.06-10,M,E.60,1010,8
202105,home_shopping,business_day,B.TUE,C.10-14,M,C.4O,2181,9
202005,golf,holiday,E.FRI,F.22-02,F,B.3O,8,30
202105,hobby,business_day,D.THU,B.06-10,M,D.5O,212,20
202105,baby,business_day,C.WED,D.14-18,M,E.60,30,16
202105,fashion,business_day,A.MON,B.06-10,F,D.5O,2835,2
201905,interior,business_day,D.THU,F.22-02,M,A.2O,309,24
201905,daily_office,business_day,C.WED,A.02-06,M,B.3O,508,13
202005,interior,holiday,B.TUE,F.22-02,F,A.2O,360,12
201905,fashion,business_day,B.TUE,A.02-06,F,B.3O,1535,7
201905,grocery,business_day,D.THU,B.06-10,M,C.4O,1685,20
201905,grocery,business_day,B.TUE,F.22-02,M,E.60,189,12
201905,baby,business_day,D.THU,D.14-18,M,D.5O,89,22
201905,fashion,holiday,F.SAT,A.02-06,M,B.3O,478,31
202105,books,business_day,E.FRI,F.22-02,M,A.2O,96,30
202105,daily_office,business_day,C.WED,D.14-18,F,C.4O,4911,16
202005,hobby,holiday,G.SUN,C.10-14,F,E.60,46,39
202005,daily_office,business_day,D.THU,D.14-18,F,B.3O,8944,22
202005,interior,business_day,A.MON,A.02-06,M,D.5O,87,1
201905,cosmetics,holiday,A.MON,A.02-06,F,A.2O,65,1
202105,interior,business_day,B.TUE,C.10-14,M,D.5O,1117,9
202005,car,business_day,D.THU,D.14-18,M,C.4O,1012,22
202105,pet,business_day,A.MON,F.22-02,M,B.3O,402,6
202105,home_appliance,holiday,F.SAT,D.14-18,F,D.5O,811,34
202105,sports,business_day,E.FRI,F.22-02,M,C.4O,456,30
202105,cosmetics,business_day,D.THU,E.18-22,F,E.60,325,23
202005,daily_office,business_day,C.WED,D.14-18,M,D.5O,3042,16
201905,pet,holiday,A.MON,C.10-14,F,C.4O,72,3
202105,hobby,holiday,G.SUN,F.22-02,F,C.4O,653,42
201905,fashion,holiday,A.MON,C.10-14,M,D.5O,335,3
201905,fashion,business_day,A.MON,E.18-22,F,E.60,374,5
202005,car,business_day,C.WED,A.02-06,M,E.60,5,13
201905,pet,business_day,D.THU,F.22-02,F,C.4O,375,24
201905,interior,business_day,C.WED,B.06-10,M,D.5O,272,14
201905,books,holiday,A.MON,D.14-18,F,A.2O,105,4
201905,books,business_day,A.MON,B.06-10,M,D.5O,202,2
201905,hobby,business_day,D.THU,E.18-22,M,C.4O,516,23
202105,pet,business_day,D.THU,B.06-10,F,C.4O,605,20
202005,golf,business_day,B.TUE,F.22-02,F,D.5O,48,12
202105,interior,holiday,F.SAT,C.10-14,F,E.60,355,33
202105,home_appliance,business_day,C.WED,C.10-14,F,A.2O,426,15
202005,fashion,business_day,B.TUE,C.10-14,M,A.2O,1713,9
201905,sports,business_day,C.WED,E.18-22,M,B.3O,450,17
202005,car,holiday,B.TUE,B.06-10,M,C.4O,63,8
201905,home_shopping,holiday,G.SUN,B.06-10,M,B.3O,716,38
201905,home_appliance,holiday,F.SAT,D.14-18,F,C.4O,624,34
202105,baby,holiday,C.WED,E.18-22,F,C.4O,547,17
202005,sports,holiday,F.SAT,E.18-22,M,E.60,58,35
201905,hobby,holiday,C.WED,F.22-02,M,C.4O,119,18
202005,golf,business_day,D.THU,D.14-18,M,C.4O,322,22
202105,home_shopping,business_day,B.TUE,F.22-02,M,B.3O,1223,12
201905,books,holiday,G.SUN,C.10-14,F,D.5O,269,39
202005,home_shopping,business_day,D.THU,F.22-02,M,C.4O,2642,24
201905,hobby,holiday,G.SUN,E.18-22,F,C.4O,329,41
202105,interior,holiday,G.SUN,E.18-22,F,D.5O,1801,41
202005,hobby,business_day,D.THU,B.06-10,M,B.3O,463,20
202005,home_shopping,business_day,B.TUE,B.06-10,M,E.60,739,8
201905,books,business_day,B.TUE,C.10-14,M,E.60,135,9
202005,home_shopping,business_day,D.THU,C.10-14,F,B.3O,4747,21
202105,car,business_day,C.WED,A.02-06,F,C.4O,26,13
202005,baby,business_day,D.THU,F.22-02,M,D.5O,60,24
202105,grocery,business_day,A.MON,D.14-18,F,A.2O,3741,4
201905,golf,business_day,D.THU,F.22-02,F,C.4O,49,24
202005,hobby,holiday,E.FRI,C.10-14,F,A.2O,74,27
201905,golf,business_day,B.TUE,F.22-02,M,B.3O,42,12
202005,home_shopping,business_day,D.THU,A.02-06,F,D.5O,1552,19
202005,pet,holiday,E.FRI,F.22-02,M,A.2O,32,30
201905,grocery,business_day,D.THU,F.22-02,F,D.5O,1418,24
202005,baby,holiday,G.SUN,E.18-22,F,A.2O,405,41
202005,books,business_day,D.THU,C.10-14,M,E.60,132,21
201905,home_appliance,business_day,B.TUE,A.02-06,M,C.4O,150,7
202005,daily_office,holiday,F.SAT,C.10-14,F,A.2O,1809,33
202005,home_appliance,holiday,E.FRI,F.22-02,M,E.60,24,30
202105,interior,holiday,G.SUN,B.06-10,F,C.4O,1096,38
201905,cosmetics,holiday,G.SUN,B.06-10,M,E.60,38,38
202005,books,holiday,B.TUE,E.18-22,M,A.2O,37,11
201905,baby,holiday,C.WED,C.10-14,M,C.4O,130,15
202005,baby,business_day,E.FRI,A.02-06,M,A.2O,17,25
202105,car,business_day,B.TUE,A.02-06,F,E.60,9,7
202005,interior,business_day,A.MON,C.10-14,M,B.3O,2059,3
202005,pet,holiday,F.SAT,A.02-06,F,E.60,5,31
202105,cosmetics,business_day,B.TUE,C.10-14,M,B.3O,1572,9
201905,hobby,business_day,A.MON,A.02-06,M,B.3O,71,1
201905,baby,holiday,A.MON,B.06-10,M,A.2O,13,2
202105,cosmetics,holiday,F.SAT,B.06-10,F,A.2O,861,32
202105,baby,business_day,D.THU,D.14-18,F,A.2O,448,22
201905,sports,business_day,B.TUE,A.02-06,M,B.3O,80,7
202105,books,business_day,D.THU,A.02-06,M,D.5O,65,19
201905,fashion,business_day,D.THU,B.06-10,F,C.4O,5303,20
202005,pet,business_day,A.MON,D.14-18,M,C.4O,365,4
201905,daily_office,business_day,B.TUE,D.14-18,M,B.3O,4365,10
201905,hobby,holiday,G.SUN,D.14-18,F,B.3O,299,40
202105,car,holiday,G.SUN,A.02-06,M,B.3O,120,37
202005,daily_office,holiday,F.SAT,B.06-10,F,E.60,570,32
201905,interior,holiday,A.MON,C.10-14,M,B.3O,268,3
202105,books,business_day,B.TUE,D.14-18,M,D.5O,614,10
202005,fashion,business_day,C.WED,B.06-10,F,E.60,403,14
201905,baby,business_day,C.WED,B.06-10,M,B.3O,554,14
201905,cosmetics,business_day,C.WED,F.22-02,F,C.4O,1752,18
201905,baby,holiday,F.SAT,F.22-02,F,C.4O,367,36
202005,hobby,business_day,E.FRI,C.10-14,M,A.2O,175,27
202105,fashion,business_day,B.TUE,D.14-18,M,A.2O,2546,10
202005,books,business_day,C.WED,E.18-22,M,A.2O,179,17
201905,golf,business_day,B.TUE,E.18-22,M,C.4O,135,11
201905,interior,holiday,C.WED,A.02-06,F,E.60,3,13
202005,baby,business_day,A.MON,F.22-02,M,E.60,26,6
202105,pet,holiday,F.SAT,E.18-22,F,B.3O,703,35
201905,car,business_day,A.MON,F.22-02,F,D.5O,39,6
202105,car,business_day,C.WED,A.02-06,M,E.60,5,13
202005,car,business_day,C.WED,C.10-14,F,B.3O,318,15
202105,home_appliance,business_day,D.THU,F.22-02,F,B.3O,1481,24
201905,baby,business_day,E.FRI,F.22-02,M,E.60,21,30
202105,hobby,business_day,D.THU,C.10-14,M,B.3O,1037,21
201905,books,business_day,B.TUE,F.22-02,F,B.3O,1009,12
202005,grocery,business_day,E.FRI,C.10-14,F,E.60,1384,27
202005,books,business_day,C.WED,A.02-06,F,A.2O,75,13
202105,home_appliance,holiday,C.WED,E.18-22,F,C.4O,842,17
202005,car,business_day,E.FRI,D.14-18,F,E.60,41,28
202105,home_shopping,business_day,C.WED,A.02-06,M,B.3O,223,13
201905,pet,holiday,A.MON,C.10-14,M,E.60,8,3
202105,books,holiday,F.SAT,C.10-14,F,B.3O,1521,33
201905,pet,business_day,A.MON,F.22-02,M,E.60,16,6
202105,sports,business_day,A.MON,C.10-14,M,B.3O,1423,3
201905,baby,holiday,G.SUN,B.06-10,M,B.3O,256,38
202105,sports,business_day,E.FRI,B.06-10,M,D.5O,161,26
202005,cosmetics,holiday,F.SAT,D.14-18,M,E.60,169,34
201905,home_appliance,business_day,E.FRI,B.06-10,F,D.5O,396,26
202105,car,business_day,E.FRI,A.02-06,F,C.4O,24,25
202105,car,holiday,F.SAT,E.18-22,M,C.4O,729,35
201905,books,business_day,B.TUE,A.02-06,F,C.4O,130,7
201905,pet,holiday,G.SUN,F.22-02,F,E.60,14,42
202005,pet,business_day,E.FRI,A.02-06,M,A.2O,23,25
201905,car,business_day,E.FRI,B.06-10,F,D.5O,19,26
202105,fashion,business_day,C.WED,D.14-18,F,D.5O,2401,16
202005,fashion,business_day,D.THU,B.06-10,M,C.4O,2556,20
202005,fashion,business_day,A.MON,A.02-06,F,C.4O,1710,1
202105,pet,holiday,G.SUN,E.18-22,M,A.2O,158,41
202105,grocery,holiday,F.SAT,F.22-02,M,B.3O,2892,36
202005,sports,holiday,G.SUN,C.10-14,M,D.5O,212,39
201905,pet,holiday,C.WED,C.10-14,M,C.4O,40,15
201905,grocery,holiday,A.MON,A.02-06,F,B.3O,120,1
201905,interior,holiday,F.SAT,E.18-22,M,B.3O,623,35
202005,baby,holiday,F.SAT,D.14-18,F,D.5O,116,34
202005,fashion,business_day,E.FRI,C.10-14,F,E.60,801,27
202105,home_shopping,business_day,A.MON,F.22-02,M,A.2O,341,6
201905,cosmetics,business_day,A.MON,E.18-22,M,D.5O,257,5
201905,daily_office,business_day,B.TUE,B.06-10,M,B.3O,1840,8
201905,golf,business_day,D.THU,C.10-14,M,B.3O,114,21
202105,daily_office,holiday,F.SAT,B.06-10,F,B.3O,3801,32
202005,sports,holiday,B.TUE,D.14-18,F,E.60,6,10
201905,car,business_day,E.FRI,E.18-22,F,B.3O,128,29
202105,cosmetics,holiday,F.SAT,C.10-14,F,D.5O,1562,33
202105,home_appliance,business_day,E.FRI,C.10-14,F,B.3O,1950,27
201905,baby,holiday,C.WED,F.22-02,F,B.3O,561,18
201905,hobby,business_day,B.TUE,D.14-18,F,B.3O,429,10
202105,pet,holiday,C.WED,B.06-10,M,B.3O,49,14
202005,home_shopping,business_day,E.FRI,B.06-10,M,E.60,1036,26
202105,home_shopping,business_day,D.THU,E.18-22,F,B.3O,4079,23
201905,fashion,business_day,A.MON,F.22-02,F,D.5O,1654,6
201905,car,holiday,F.SAT,B.06-10,M,A.2O,51,32
202005,home_shopping,business_day,C.WED,D.14-18,F,C.4O,8002,16
201905,car,holiday,A.MON,C.10-14,F,B.3O,43,3
