CRI_YM,TAG,BD_HD,DAY,TIME,SEX,AGE,NUM,TIME2
201905,home_appliance,business_day,A.MON,A.02-06,F,E.60,6,1
202105,car,business_day,E.FRI,B.06-10,M,B.3O,396,26
202005,baby,business_day,C.WED,F.22-02,F,B.3O,2896,18
202005,daily_office,holiday,B.TUE,D.14-18,F,A.2O,524,10
201905,interior,business_day,B.TUE,A.02-06,M,B.3O,174,7
202005,hobby,business_day,A.MON,A.02-06,M,C.4O,105,1
202005,home_shopping,business_day,D.THU,B.06-10,M,D.5O,1466,20
201905,cosmetics,holiday,A.MON,A.02-06,M,A.2O,27,1
201905,baby,business_day,E.FRI,A.02-06,M,B.3O,177,25
202005,hobby,business_day,C.WED,F.22-02,F,E.60,21,18
202005,books,holiday,F.SAT,E.18-22,F,B.3O,1050,35
202105,car,business_day,A.MON,F.22-02,M,D.5O,285,6
202105,baby,business_day,A.MON,A.02-06,M,D.5O,21,1
202005,golf,business_day,D.THU,C.10-14,M,D.5O,251,21
202005,hobby,business_day,E.FRI,C.10-14,F,D.5O,177,27
202105,home_appliance,business_day,C.WED,E.18-22,F,B.3O,777,17
201905,daily_office,business_day,E.FRI,D.14-18,M,C.4O,3832,28
201905,golf,holiday,C.WED,D.14-18,F,A.2O,3,16
201905,interior,business_day,D.THU,B.06-10,F,E.60,72,20
202105,books,business_day,B.TUE,C.10-14,M,B.3O,878,9
201905,cosmetics,business_day,E.FRI,C.10-14,F,D.5O,1170,27
201905,grocery,business_day,D.THU,D.14-18,M,D.5O,1502,22
202005,hobby,business_day,C.WED,A.02-06,F,A.2O,40,13
202005,car,holiday,E.FRI,D.14-18,M,A.2O,44,28
201905,sports,business_day,E.FRI,C.10-14,F,B.3O,693,27
202105,baby,holiday,G.SUN,F.22-02,M,C.4O,683,42
202105,cosmetics,business_day,E.FRI,C.10-14,M,D.5O,624,27
201905,daily_office,business_day,B.TUE,E.18-22,M,A.2O,794,11
202005,cosmetics,business_day,A.MON,B.06-10,F,B.3O,2076,2
202005,interior,business_day,B.TUE,D.14-18,F,C.4O,1682,10
202105,fashion,business_day,D.THU,E.18-22,F,A.2O,6357,23
202005,fashion,holiday,G.SUN,A.02-06,M,A.2O,552,37
202105,daily_office,business_day,D.THU,A.02-06,M,B.3O,753,19
202105,home_shopping,business_day,D.THU,B.06-10,F,C.4O,5365,20
202005,interior,holiday,E.FRI,D.14-18,F,A.2O,321,28
202105,golf,business_day,E.FRI,E.18-22,F,B.3O,54,29
202005,golf,business_day,D.THU,B.06-10,M,D.5O,102,20
202005,golf,business_day,E.FRI,D.14-18,F,A.2O,10,28
202105,home_appliance,holiday,G.SUN,C.10-14,F,B.3O,1790,39
202005,hobby,business_day,A.MON,F.22-02,F,C.4O,558,6
202105,home_shopping,business_day,D.THU,D.14-18,F,A.2O,534,22
201905,grocery,business_day,E.FRI,A.02-06,F,C.4O,439,25
201905,baby,business_day,A.MON,F.22-02,F,B.3O,1778,6
202005,golf,holiday,B.TUE,E.18-22,M,B.3O,18,11
202005,pet,holiday,E.FRI,D.14-18,M,D.5O,25,28
202105,golf,business_day,B.TUE,C.10-14,M,C.4O,384,9
202005,interior,holiday,F.SAT,E.18-22,M,E.60,231,35
202005,daily_office,holiday,G.SUN,D.14-18,M,A.2O,1177,40
201905,golf,business_day,D.THU,F.22-02,M,D.5O,81,24
202105,interior,holiday,G.SUN,A.02-06,F,B.3O,439,37
201905,golf,business_day,B.TUE,C.10-14,M,B.3O,95,9
202105,interior,business_day,A.MON,A.02-06,F,C.4O,430,1
202105,interior,business_day,B.TUE,D.14-18,M,D.5O,1100,10
202105,home_shopping,holiday,G.SUN,B.06-10,M,E.60,2130,38
202105,golf,business_day,D.THU,C.10-14,F,B.3O,60,21
202005,golf,business_day,A.MON,B.06-10,F,C.4O,47,2
202005,car,holiday,E.FRI,A.02-06,F,B.3O,9,25
201905,baby,holiday,C.WED,A.02-06,M,C.4O,19,13
202005,daily_office,business_day,E.FRI,D.14-18,M,D.5O,2388,28
202105,pet,business_day,E.FRI,A.02-06,M,E.60,9,25
201905,grocery,holiday,G.SUN,F.22-02,M,C.4O,1545,42
201905,grocery,business_day,D.THU,B.06-10,M,D.5O,836,20
202105,baby,holiday,G.SUN,B.06-10,F,C.4O,425,38
201905,home_appliance,business_day,A.MON,D.14-18,M,C.4O,2290,4
201905,interior,holiday,A.MON,C.10-14,F,D.5O,101,3
202005,interior,business_day,C.WED,B.06-10,F,C.4O,1115,14
201905,hobby,holiday,G.SUN,F.22-02,F,A.2O,136,42
201905,sports,holiday,C.WED,D.14-18,M,A.2O,79,16
202005,baby,business_day,C.WED,A.02-06,M,A.2O,20,13
202105,interior,business_day,B.TUE,A.02-06,F,C.4O,306,7
202105,daily_office,business_day,D.THU,A.02-06,M,D.5O,359,19
202105,baby,holiday,G.SUN,D.14-18,M,D.5O,128,40
202005,home_appliance,business_day,E.FRI,F.22-02,F,C.4O,893,30
202005,books,business_day,B.TUE,E.18-22,M,A.2O,120,11
202005,interior,business_day,E.FRI,B.06-10,F,B.3O,1016,26
201905,books,business_day,D.THU,E.18-22,F,A.2O,491,23
201905,hobby,holiday,F.SAT,E.18-22,F,B.3O,216,35
201905,golf,business_day,D.THU,D.14-18,F,C.4O,75,22
201905,baby,business_day,D.THU,D.14-18,F,C.4O,727,22
202005,daily_office,business_day,B.TUE,A.02-06,M,C.4O,469,7
202105,home_shopping,business_day,B.TUE,A.02-06,M,E.60,298,7
202105,cosmetics,business_day,B.TUE,F.22-02,M,B.3O,1137,12
202105,cosmetics,business_day,A.MON,F.22-02,M,D.5O,591,6
202105,grocery,business_day,A.MON,F.22-02,M,B.3O,5323,6
202005,pet,business_day,A.MON,A.02-06,M,A.2O,37,1
202005,daily_office,business_day,E.FRI,F.22-02,M,C.4O,2738,30
201905,car,business_day,A.MON,F.22-02,F,C.4O,104,6
202005,golf,business_day,D.THU,E.18-22,F,E.60,18,23
201905,daily_office,business_day,A.MON,A.02-06,F,A.2O,245,1
202005,fashion,business_day,E.FRI,C.10-14,M,D.5O,1771,27
201905,home_shopping,business_day,A.MON,C.10-14,F,A.2O,729,3
201905,cosmetics,business_day,E.FRI,E.18-22,M,E.60,126,29
201905,fashion,business_day,A.MON,C.10-14,M,D.5O,1272,3
202005,home_shopping,business_day,E.FRI,B.06-10,M,A.2O,153,26
202005,fashion,holiday,F.SAT,A.02-06,F,E.60,102,31
201905,home_shopping,business_day,D.THU,C.10-14,M,C.4O,1996,21
202105,hobby,holiday,G.SUN,B.06-10,F,A.2O,68,38
202005,pet,business_day,D.THU,F.22-02,F,D.5O,205,24
201905,grocery,business_day,B.TUE,F.22-02,F,A.2O,1556,12
201905,grocery,business_day,E.FRI,C.10-14,M,E.60,582,27
201905,home_shopping,holiday,G.SUN,B.06-10,F,A.2O,306,38
201905,interior,holiday,F.SAT,F.22-02,M,E.60,50,36
202005,cosmetics,holiday,E.FRI,C.10-14,M,D.5O,156,27
202105,golf,holiday,F.SAT,F.22-02,F,E.60,21,36
202005,home_appliance,business_day,D.THU,A.02-06,F,E.60,21,19
202105,cosmetics,holiday,G.SUN,D.14-18,M,B.3O,1463,40
202105,car,business_day,D.THU,E.18-22,M,B.3O,547,23
202105,interior,holiday,G.SUN,E.18-22,F,C.4O,3756,41
201905,books,business_day,D.THU,F.22-02,M,E.60,46,24
202105,car,business_day,B.TUE,A.02-06,F,C.4O,31,7
202005,baby,business_day,C.WED,D.14-18,F,E.60,51,16
201905,golf,holiday,C.WED,D.14-18,M,A.2O,3,16
201905,home_appliance,business_day,C.WED,D.14-18,M,C.4O,1812,16
202005,cosmetics,business_day,E.FRI,E.18-22,F,C.4O,2176,29
202005,fashion,holiday,E.FRI,A.02-06,F,B.3O,481,25
202005,baby,holiday,F.SAT,A.02-06,M,D.5O,18,31
202005,golf,business_day,E.FRI,E.18-22,M,B.3O,76,29
201905,home_shopping,business_day,C.WED,D.14-18,F,A.2O,656,16
202005,cosmetics,business_day,C.WED,A.02-06,F,E.60,26,13
202005,sports,business_day,B.TUE,B.06-10,M,D.5O,117,8
201905,cosmetics,business_day,C.WED,A.02-06,F,D.5O,90,13
202005,grocery,business_day,D.THU,F.22-02,F,C.4O,6437,24
202005,pet,business_day,C.WED,E.18-22,M,A.2O,115,17
201905,sports,business_day,B.TUE,F.22-02,F,E.60,29,12
202005,grocery,business_day,E.FRI,F.22-02,M,A.2O,668,30
202005,grocery,business_day,D.THU,C.10-14,F,B.3O,8344,21
201905,grocery,business_day,D.THU,A.02-06,F,C.4O,492,19
201905,fashion,business_day,D.THU,E.18-22,M,B.3O,4564,23
202105,grocery,holiday,G.SUN,C.10-14,M,D.5O,2834,39
202005,sports,business_day,A.MON,A.02-06,M,E.60,7,1
201905,pet,business_day,D.THU,F.22-02,F,E.60,31,24
201905,home_shopping,business_day,B.TUE,A.02-06,M,D.5O,267,7
201905,home_appliance,business_day,E.FRI,F.22-02,M,E.60,95,30
201905,sports,business_day,E.FRI,A.02-06,F,D.5O,21,25
202005,interior,business_day,E.FRI,A.02-06,M,B.3O,233,25
201905,grocery,holiday,A.MON,A.02-06,F,E.60,8,1
202005,fashion,business_day,D.THU,C.10-14,F,D.5O,3617,21
202005,books,holiday,B.TUE,F.22-02,F,A.2O,129,12
202005,daily_office,business_day,E.FRI,B.06-10,F,D.5O,1985,26
202005,home_appliance,holiday,G.SUN,F.22-02,M,C.4O,2087,42
202105,home_appliance,holiday,C.WED,D.14-18,M,D.5O,481,16
202005,baby,business_day,E.FRI,B.06-10,F,D.5O,58,26
202005,hobby,business_day,C.WED,F.22-02,M,D.5O,217,18
202005,sports,holiday,F.SAT,D.14-18,F,E.60,34,34
202005,pet,business_day,C.WED,D.14-18,M,B.3O,344,16
202005,cosmetics,holiday,B.TUE,C.10-14,M,B.3O,276,9
201905,cosmetics,business_day,A.MON,A.02-06,F,E.60,13,1
202005,car,holiday,F.SAT,F.22-02,M,C.4O,423,36
202005,baby,business_day,C.WED,C.10-14,M,E.60,44,15
202105,sports,business_day,B.TUE,D.14-18,M,A.2O,240,10
202005,fashion,holiday,E.FRI,D.14-18,F,D.5O,927,28
201905,books,holiday,C.WED,C.10-14,M,B.3O,251,15
201905,interior,holiday,A.MON,D.14-18,M,C.4O,257,4
202005,car,business_day,C.WED,B.06-10,F,B.3O,119,14
202005,books,holiday,G.SUN,E.18-22,M,E.60,127,41
201905,hobby,business_day,A.MON,E.18-22,M,B.3O,422,5
202105,daily_office,holiday,G.SUN,A.02-06,F,B.3O,1238,37
201905,golf,holiday,C.WED,D.14-18,M,E.60,3,16
201905,home_shopping,holiday,G.SUN,A.02-06,M,E.60,240,37
202105,home_appliance,holiday,G.SUN,E.18-22,F,B.3O,2306,41
201905,golf,business_day,B.TUE,E.18-22,F,E.60,9,11
201905,pet,business_day,C.WED,E.18-22,M,A.2O,81,17
202005,car,holiday,B.TUE,C.10-14,M,D.5O,55,9
202005,hobby,holiday,B.TUE,C.10-14,M,B.3O,151,9
202105,hobby,business_day,B.TUE,C.10-14,F,C.4O,666,9
201905,daily_office,holiday,C.WED,F.22-02,F,D.5O,353,18
201905,home_appliance,holiday,G.SUN,D.14-18,F,C.4O,665,40
202005,daily_office,business_day,D.THU,E.18-22,F,C.4O,6392,23
201905,pet,holiday,G.SUN,C.10-14,M,A.2O,43,39
201905,baby,holiday,A.MON,E.18-22,F,D.5O,31,5
202105,fashion,business_day,B.TUE,F.22-02,F,E.60,706,12
201905,car,holiday,G.SUN,F.22-02,M,E.60,13,42
202105,sports,holiday,G.SUN,B.06-10,M,B.3O,244,38
202005,sports,business_day,D.THU,E.18-22,M,D.5O,165,23
202005,hobby,holiday,G.SUN,F.22-02,F,D.5O,153,42
202105,home_appliance,business_day,A.MON,B.06-10,M,A.2O,956,2
202105,cosmetics,business_day,C.WED,A.02-06,M,E.60,9,13
201905,golf,business_day,A.MON,C.10-14,F,A.2O,3,3
202005,grocery,holiday,F.SAT,E.18-22,F,A.2O,1854,35
201905,fashion,holiday,C.WED,D.14-18,M,C.4O,996,16
202105,grocery,holiday,F.SAT,F.22-02,F,D.5O,3458,36
202105,golf,business_day,D.THU,D.14-18,M,C.4O,327,22
201905,home_shopping,holiday,A.MON,A.02-06,M,A.2O,7,1
202105,cosmetics,business_day,C.WED,E.18-22,F,C.4O,1549,17
202005,car,business_day,C.WED,E.18-22,F,C.4O,223,17
201905,grocery,business_day,E.FRI,F.22-02,M,D.5O,562,30
202105,daily_office,business_day,C.WED,C.10-14,F,C.4O,4932,15
202105,hobby,business_day,D.THU,F.22-02,M,A.2O,191,24
201905,home_appliance,business_day,D.THU,C.10-14,F,C.4O,1175,21
201905,sports,holiday,F.SAT,F.22-02,F,E.60,20,36
201905,daily_office,business_day,B.TUE,F.22-02,M,D.5O,808,12
202005,hobby,business_day,B.TUE,A.02-06,F,E.60,4,7
202105,sports,business_day,D.THU,B.06-10,F,B.3O,447,20
202005,daily_office,holiday,B.TUE,F.22-02,M,E.60,95,12
202005,books,holiday,B.TUE,F.22-02,M,C.4O,295,12
202005,hobby,holiday,B.TUE,C.10-14,M,A.2O,39,9
202005,fashion,business_day,E.FRI,E.18-22,M,B.3O,3770,29
202005,grocery,business_day,A.MON,F.22-02,M,D.5O,1277,6
202005,pet,business_day,B.TUE,E.18-22,M,C.4O,221,11
202105,books,holiday,F.SAT,C.10-14,M,B.3O,634,33
202105,hobby,business_day,A.MON,A.02-06,M,B.3O,147,1
202105,interior,business_day,C.WED,A.02-06,F,C.4O,153,13
202105,interior,business_day,D.THU,A.02-06,M,E.60,42,19
202005,cosmetics,holiday,B.TUE,C.10-14,M,C.4O,255,9
202005,fashion,holiday,B.TUE,D.14-18,F,C.4O,2754,10
202105,home_shopping,holiday,C.WED,E.18-22,M,B.3O,1027,17
201905,car,holiday,C.WED,B.06-10,M,C.4O,63,14
202005,baby,business_day,E.FRI,C.10-14,M,B.3O,965,27
202005,car,holiday,E.FRI,E.18-22,F,B.3O,47,29
201905,car,business_day,C.WED,A.02-06,M,E.60,4,13
201905,home_appliance,business_day,E.FRI,D.14-18,M,A.2O,823,28
201905,baby,business_day,D.THU,F.22-02,F,A.2O,568,24
202105,pet,holiday,C.WED,E.18-22,F,B.3O,392,17
202005,baby,business_day,E.FRI,E.18-22,F,A.2O,245,29
201905,books,business_day,A.MON,A.02-06,M,A.2O,23,1
201905,home_shopping,business_day,A.MON,F.22-02,F,B.3O,2570,6
201905,baby,holiday,F.SAT,D.14-18,M,B.3O,514,34
201905,books,holiday,A.MON,F.22-02,F,B.3O,235,6
202005,home_appliance,holiday,G.SUN,E.18-22,M,B.3O,2726,41
202105,grocery,holiday,F.SAT,C.10-14,F,A.2O,1942,33
202105,cosmetics,holiday,C.WED,B.06-10,M,E.60,69,14
202105,baby,business_day,C.WED,C.10-14,M,B.3O,530,15
201905,interior,business_day,B.TUE,F.22-02,F,A.2O,678,12
201905,baby,holiday,F.SAT,D.14-18,F,E.60,27,34
201905,cosmetics,holiday,F.SAT,C.10-14,F,A.2O,1041,33
202105,sports,holiday,G.SUN,B.06-10,M,E.60,36,38
202005,interior,holiday,F.SAT,A.02-06,F,D.5O,112,31
202005,car,business_day,C.WED,B.06-10,F,A.2O,51,14
202005,cosmetics,business_day,A.MON,D.14-18,F,C.4O,3189,4
202105,interior,business_day,D.THU,C.10-14,F,E.60,428,21
202005,pet,holiday,G.SUN,F.22-02,F,E.60,48,42
202005,sports,business_day,D.THU,B.06-10,M,A.2O,109,20
202005,interior,holiday,E.FRI,D.14-18,F,C.4O,516,28
201905,golf,holiday,G.SUN,E.18-22,M,B.3O,67,41
201905,daily_office,business_day,B.TUE,B.06-10,M,E.60,364,8
202105,pet,holiday,F.SAT,F.22-02,F,C.4O,559,36
201905,baby,business_day,E.FRI,C.10-14,M,B.3O,1004,27
202005,baby,holiday,B.TUE,A.02-06,M,C.4O,11,7
202005,golf,business_day,A.MON,B.06-10,F,D.5O,29,2
202005,books,business_day,A.MON,F.22-02,F,B.3O,1282,6
201905,interior,business_day,D.THU,F.22-02,F,E.60,81,24
202105,baby,business_day,B.TUE,E.18-22,M,B.3O,786,11
201905,sports,business_day,A.MON,E.18-22,F,D.5O,78,5
202005,daily_office,business_day,E.FRI,E.18-22,F,C.4O,5093,29
202105,golf,business_day,C.WED,B.06-10,M,C.4O,84,14
202105,books,holiday,C.WED,C.10-14,F,C.4O,1045,15
201905,baby,holiday,A.MON,E.18-22,F,B.3O,468,5
201905,sports,business_day,E.FRI,E.18-22,F,D.5O,121,29
202105,cosmetics,business_day,D.THU,B.06-10,M,C.4O,865,20
202105,home_shopping,holiday,G.SUN,A.02-06,M,A.2O,61,37
201905,golf,holiday,G.SUN,F.22-02,F,E.60,7,42
202005,baby,business_day,E.FRI,C.10-14,F,D.5O,114,27
202105,pet,business_day,B.TUE,C.10-14,F,A.2O,567,9
202105,car,holiday,C.WED,A.02-06,F,A.2O,3,13
201905,fashion,holiday,G.SUN,C.10-14,M,A.2O,1231,39
202005,fashion,holiday,E.FRI,A.02-06,M,E.60,17,25
202105,fashion,business_day,B.TUE,D.14-18,M,B.3O,5330,10
202105,car,holiday,C.WED,E.18-22,F,D.5O,66,17
202105,interior,holiday,C.WED,A.02-06,F,C.4O,119,13
202105,pet,holiday,C.WED,C.10-14,M,B.3O,140,15
202105,fashion,business_day,D.THU,C.10-14,F,A.2O,7915,21
202005,pet,business_day,C.WED,C.10-14,F,D.5O,313,15
202105,home_shopping,business_day,B.TUE,B.06-10,F,C.4O,6062,8
202005,home_appliance,business_day,E.FRI,E.18-22,M,D.5O,615,29
202105,baby,holiday,G.SUN,A.02-06,F,E.60,8,37
202005,hobby,holiday,B.TUE,E.18-22,F,E.60,7,11
202105,car,business_day,D.THU,A.02-06,M,B.3O,124,19
201905,fashion,holiday,C.WED,A.02-06,F,B.3O,356,13
202105,sports,business_day,E.FRI,C.10-14,M,D.5O,278,27
201905,home_shopping,holiday,F.SAT,A.02-06,M,A.2O,35,31
202105,grocery,holiday,F.SAT,F.22-02,M,D.5O,1618,36
201905,interior,business_day,A.MON,D.14-18,F,C.4O,1058,4
202105,daily_office,business_day,A.MON,F.22-02,F,B.3O,10153,6
202005,home_shopping,business_day,E.FRI,D.14-18,F,E.60,4615,28
202105,daily_office,holiday,G.SUN,E.18-22,F,D.5O,5222,41
201905,hobby,business_day,D.THU,F.22-02,M,C.4O,430,24
202005,golf,business_day,D.THU,B.06-10,M,A.2O,7,20
201905,car,holiday,G.SUN,D.14-18,F,E.60,14,40
202105,golf,business_day,C.WED,D.14-18,F,D.5O,69,16
201905,fashion,holiday,C.WED,A.02-06,M,D.5O,38,13
202005,interior,holiday,F.SAT,C.10-14,F,A.2O,888,33
202105,golf,holiday,G.SUN,E.18-22,M,E.60,30,41
202005,books,business_day,B.TUE,D.14-18,M,C.4O,1003,10
202105,daily_office,business_day,A.MON,B.06-10,M,E.60,1352,2
201905,hobby,business_day,E.FRI,B.06-10,F,A.2O,64,26
202005,sports,business_day,C.WED,F.22-02,M,C.4O,655,18
202105,hobby,holiday,F.SAT,B.06-10,F,B.3O,224,32
202105,cosmetics,business_day,B.TUE,B.06-10,F,D.5O,894,8
202105,books,business_day,B.TUE,F.22-02,F,D.5O,498,12
202005,books,business_day,B.TUE,E.18-22,M,C.4O,995,11
202005,home_shopping,business_day,D.THU,A.02-06,M,D.5O,315,19
202105,daily_office,business_day,D.THU,A.02-06,M,E.60,162,19
202105,home_appliance,business_day,B.TUE,F.22-02,M,C.4O,2365,12
202005,pet,holiday,B.TUE,B.06-10,F,B.3O,49,8
201905,interior,business_day,B.TUE,F.22-02,F,C.4O,1004,12
202005,cosmetics,holiday,B.TUE,D.14-18,F,E.60,68,10
201905,interior,business_day,A.MON,E.18-22,F,B.3O,992,5
202005,daily_office,holiday,B.TUE,F.22-02,F,C.4O,1806,12
202005,home_appliance,holiday,G.SUN,C.10-14,F,B.3O,1368,39
201905,grocery,holiday,G.SUN,E.18-22,M,A.2O,715,41
202005,home_appliance,business_day,D.THU,C.10-14,M,D.5O,1023,21
201905,books,holiday,F.SAT,D.14-18,M,D.5O,322,34
201905,car,holiday,A.MON,D.14-18,F,B.3O,27,4
202005,sports,business_day,C.WED,B.06-10,F,A.2O,238,14
202105,grocery,business_day,B.TUE,F.22-02,M,E.60,639,12
202105,sports,holiday,F.SAT,A.02-06,F,E.60,5,31
201905,interior,holiday,F.SAT,E.18-22,M,A.2O,170,35
202005,fashion,business_day,C.WED,E.18-22,F,C.4O,10408,17
201905,golf,holiday,A.MON,A.02-06,F,C.4O,4,1
202105,fashion,holiday,C.WED,F.22-02,M,A.2O,1102,18
202105,books,business_day,A.MON,A.02-06,M,A.2O,40,1
201905,sports,holiday,A.MON,C.10-14,M,B.3O,71,3
202005,sports,business_day,B.TUE,C.10-14,M,B.3O,659,9
201905,daily_office,holiday,A.MON,D.14-18,F,E.60,202,4
202105,daily_office,business_day,E.FRI,C.10-14,F,B.3O,8718,27
201905,baby,business_day,D.THU,B.06-10,F,D.5O,74,20
202105,interior,holiday,G.SUN,E.18-22,F,E.60,426,41
201905,car,holiday,C.WED,F.22-02,F,E.60,3,18
201905,home_shopping,holiday,F.SAT,D.14-18,M,A.2O,247,34
202105,hobby,business_day,C.WED,C.10-14,M,B.3O,535,15
202005,home_appliance,holiday,E.FRI,B.06-10,M,D.5O,101,26
202005,pet,business_day,C.WED,A.02-06,F,D.5O,32,13
202105,fashion,business_day,B.TUE,B.06-10,F,C.4O,6210,8
202105,daily_office,business_day,E.FRI,E.18-22,M,A.2O,916,29
201905,cosmetics,holiday,G.SUN,A.02-06,M,E.60,5,37
202105,books,business_day,E.FRI,E.18-22,F,C.4O,2317,29
202105,baby,holiday,C.WED,A.02-06,F,D.5O,11,13
202105,sports,business_day,D.THU,D.14-18,M,D.5O,265,22
202105,fashion,business_day,D.THU,B.06-10,M,A.2O,1175,20
201905,sports,business_day,C.WED,E.18-22,F,C.4O,442,17
202005,daily_office,holiday,G.SUN,A.02-06,F,A.2O,494,37
202105,sports,business_day,C.WED,A.02-06,F,A.2O,32,13
201905,car,holiday,A.MON,E.18-22,M,C.4O,111,5
202105,sports,business_day,D.THU,C.10-14,F,C.4O,1032,21
202105,pet,business_day,A.MON,C.10-14,F,C.4O,1205,3
202105,golf,business_day,A.MON,A.02-06,F,D.5O,17,1
202005,hobby,holiday,F.SAT,B.06-10,M,E.60,55,32
202105,home_shopping,holiday,G.SUN,F.22-02,F,D.5O,10812,42
201905,sports,business_day,E.FRI,B.06-10,M,B.3O,270,26
202005,daily_office,holiday,F.SAT,D.14-18,F,A.2O,1865,34
201905,books,holiday,A.MON,E.18-22,F,C.4O,468,5
201905,daily_office,business_day,C.WED,B.06-10,M,A.2O,452,14
202005,daily_office,business_day,C.WED,E.18-22,M,C.4O,4835,17
202105,pet,business_day,B.TUE,E.18-22,M,D.5O,207,11
202105,pet,business_day,B.TUE,E.18-22,M,C.4O,298,11
202105,interior,holiday,G.SUN,E.18-22,M,B.3O,2132,41
201905,books,holiday,C.WED,E.18-22,M,C.4O,284,17
202105,fashion,holiday,C.WED,C.10-14,F,E.60,467,15
201905,baby,business_day,E.FRI,A.02-06,F,E.60,12,25
202105,cosmetics,business_day,C.WED,D.14-18,M,E.60,150,16
202005,cosmetics,holiday,F.SAT,F.22-02,M,D.5O,381,36
202105,hobby,business_day,C.WED,D.14-18,M,B.3O,458,16
202005,daily_office,business_day,B.TUE,B.06-10,F,A.2O,972,8
202005,interior,holiday,B.TUE,D.14-18,F,A.2O,351,10
201905,home_shopping,holiday,G.SUN,E.18-22,F,D.5O,5625,41
202105,fashion,holiday,C.WED,E.18-22,M,A.2O,1357,17
202105,grocery,business_day,B.TUE,A.02-06,F,A.2O,346,7
202005,grocery,business_day,C.WED,E.18-22,F,E.60,954,17
202105,golf,holiday,F.SAT,B.06-10,M,E.60,26,32
202005,sports,holiday,B.TUE,A.02-06,F,D.5O,10,7
201905,hobby,business_day,D.THU,D.14-18,F,B.3O,509,22
201905,baby,business_day,D.THU,D.14-18,F,D.5O,125,22
202105,home_appliance,holiday,G.SUN,D.14-18,F,A.2O,792,40
202005,fashion,business_day,E.FRI,D.14-18,M,C.4O,4201,28
201905,golf,holiday,G.SUN,D.14-18,M,C.4O,136,40
202105,golf,holiday,C.WED,D.14-18,M,B.3O,43,16
202005,pet,holiday,B.TUE,B.06-10,F,D.5O,17,8
201905,golf,holiday,F.SAT,C.10-14,M,E.60,9,33
202005,cosmetics,holiday,E.FRI,B.06-10,M,D.5O,87,26
202005,fashion,business_day,C.WED,B.06-10,M,B.3O,2682,14
201905,books,holiday,C.WED,B.06-10,F,B.3O,197,14
202005,grocery,business_day,D.THU,A.02-06,M,A.2O,231,19
202005,sports,holiday,B.TUE,E.18-22,M,C.4O,176,11
202005,baby,business_day,B.TUE,A.02-06,M,A.2O,15,7
201905,baby,holiday,A.MON,F.22-02,M,D.5O,23,6
202105,interior,business_day,A.MON,E.18-22,M,C.4O,2296,5
202005,pet,holiday,G.SUN,A.02-06,F,D.5O,44,37
201905,home_shopping,holiday,C.WED,C.10-14,F,C.4O,1979,15
201905,home_appliance,business_day,A.MON,C.10-14,F,A.2O,853,3
202105,hobby,business_day,E.FRI,E.18-22,F,D.5O,198,29
201905,interior,business_day,E.FRI,D.14-18,F,B.3O,1546,28
201905,baby,business_day,E.FRI,E.18-22,F,A.2O,423,29
202105,interior,business_day,B.TUE,A.02-06,M,B.3O,198,7
201905,pet,holiday,C.WED,C.10-14,M,A.2O,24,15
201905,grocery,business_day,C.WED,E.18-22,M,E.60,293,17
202005,interior,holiday,F.SAT,D.14-18,M,D.5O,865,34
201905,home_appliance,holiday,G.SUN,F.22-02,F,E.60,55,42
202005,grocery,business_day,E.FRI,F.22-02,F,A.2O,1619,30
201905,sports,holiday,F.SAT,C.10-14,M,E.60,27,33
202105,car,holiday,G.SUN,F.22-02,F,E.60,30,42
202005,cosmetics,business_day,E.FRI,E.18-22,F,A.2O,1761,29
201905,books,business_day,A.MON,F.22-02,M,A.2O,105,6
202105,grocery,business_day,B.TUE,C.10-14,M,C.4O,6034,9
202105,sports,business_day,E.FRI,F.22-02,F,D.5O,204,30
202105,fashion,business_day,B.TUE,E.18-22,M,D.5O,2525,11
202105,grocery,business_day,B.TUE,A.02-06,M,E.60,127,7
202005,golf,business_day,E.FRI,D.14-18,M,A.2O,19,28
201905,home_appliance,business_day,D.THU,E.18-22,F,B.3O,1107,23
202005,home_shopping,holiday,F.SAT,C.10-14,M,E.60,1714,33
202005,pet,holiday,B.TUE,B.06-10,F,C.4O,50,8
201905,hobby,holiday,C.WED,B.06-10,F,E.60,5,14
202105,cosmetics,business_day,D.THU,F.22-02,F,C.4O,2810,24
202005,home_appliance,holiday,E.FRI,A.02-06,M,E.60,8,25
201905,home_shopping,holiday,G.SUN,A.02-06,F,D.5O,1308,37
201905,hobby,holiday,G.SUN,B.06-10,M,A.2O,26,38
201905,baby,business_day,A.MON,E.18-22,M,C.4O,352,5
202005,fashion,holiday,G.SUN,C.10-14,F,A.2O,5091,39
202105,baby,business_day,B.TUE,F.22-02,F,E.60,50,12
202105,cosmetics,holiday,G.SUN,F.22-02,F,B.3O,5097,42
202105,daily_office,business_day,E.FRI,B.06-10,F,E.60,1103,26
201905,daily_office,business_day,B.TUE,B.06-10,F,E.60,507,8
202005,fashion,holiday,G.SUN,A.02-06,M,B.3O,969,37
201905,home_appliance,holiday,A.MON,E.18-22,M,D.5O,126,5
201905,home_shopping,holiday,G.SUN,C.10-14,M,E.60,829,39
202005,hobby,business_day,B.TUE,D.14-18,F,D.5O,182,10
202105,interior,business_day,A.MON,D.14-18,F,B.3O,3386,4
